typeID,groupID, typeName,marketGroupID
13990,328,Domination Armor Kinetic Hardener,1679
13992,328,Domination Armor Thermic Hardener,1678
13994,77,Domination EM Ward Field,1695
13995,77,Domination Thermic Dissipation Field,1692
13996,77,Domination Explosive Deflection Field,1694
13997,77,Domination Kinetic Deflection Field,1693
13998,77,Domination Adaptive Invulnerability Field,1696
13999,98,Domination Adaptive Nano Plating,1670
14001,98,True Sansha Adaptive Nano Plating,1670
14003,98,Dark Blood Adaptive Nano Plating,1670
14005,98,Domination Kinetic Plating,1666
14007,98,True Sansha Kinetic Plating,1666
14009,98,Dark Blood Kinetic Plating,1666
14011,98,Domination Explosive Plating,1667
14013,98,True Sansha Explosive Plating,1667
14015,98,Dark Blood Explosive Plating,1667
14017,98,Domination EM Plating,1668
14019,98,True Sansha EM Plating,1668
14021,98,Dark Blood EM Plating,1668
14023,98,Domination Thermic Plating,1665
14025,98,True Sansha Thermic Plating,1665
14027,98,Dark Blood Thermic Plating,1665
14029,295,Domination Explosive Deflection Amplifier,1690
14031,295,Dread Guristas Explosive Deflection Amplifier,1690
14033,295,Domination Thermic Dissipation Amplifier,1688
14035,295,Dread Guristas Thermic Dissipation Amplifier,1688
14037,295,Domination Kinetic Deflection Amplifier,1689
14039,295,Dread Guristas Kinetic Deflection Amplifier,1689
14041,295,Domination EM Ward Amplifier,1691
14043,295,Dread Guristas EM Ward Amplifier,1691
14045,338,Domination Shield Boost Amplifier,613
14047,338,Dread Guristas Shield Boost Amplifier,613
14049,98,Shadow Serpentis Adaptive Nano Plating,1670
14051,98,Shadow Serpentis Kinetic Plating,1666
14053,98,Shadow Serpentis Explosive Plating,1667
14055,98,Shadow Serpentis EM Plating,1668
14057,98,Shadow Serpentis Thermic Plating,1665
14059,328,Shadow Serpentis Armor EM Hardener,1681
14061,328,Shadow Serpentis Armor Explosive Hardener,1680
14063,328,Shadow Serpentis Armor Kinetic Hardener,1679
14065,328,Shadow Serpentis Armor Thermic Hardener,1678
14067,62,Shadow Serpentis Large Armor Repairer,1051
14068,62,Shadow Serpentis Medium Armor Repairer,1050
14069,62,Shadow Serpentis Small Armor Repairer,1049
14070,326,Dark Blood Energized Adaptive Nano Membrane,1686
14072,326,True Sansha Energized Adaptive Nano Membrane,1686
14074,326,Shadow Serpentis Energized Adaptive Nano Membrane,1686
14076,326,Dark Blood Energized Kinetic Membrane,1685
14078,326,True Sansha Energized Kinetic Membrane,1685
14080,326,Shadow Serpentis Energized Kinetic Membrane,1685
14082,326,Dark Blood Energized Explosive Membrane,1682
14084,326,True Sansha Energized Explosive Membrane,1682
14086,326,Shadow Serpentis Energized Explosive Membrane,1682
14088,326,Dark Blood Energized EM Membrane,1684
14090,326,True Sansha Energized EM Membrane,1684
14092,326,Shadow Serpentis Energized EM Membrane,1684
14094,326,Dark Blood Energized Thermic Membrane,1683
14096,326,True Sansha Energized Thermic Membrane,1683
14098,326,Shadow Serpentis Energized Thermic Membrane,1683
14100,211,Domination Tracking Enhancer,707
14102,46,Domination 100MN Afterburner,542
14104,46,Shadow Serpentis 100MN Afterburner,542
14106,46,Domination 10MN Afterburner,542
14108,46,Shadow Serpentis 10MN Afterburner,542
14110,46,Domination 1MN Afterburner,542
14112,46,Shadow Serpentis 1MN Afterburner,542
14114,46,Domination 100MN Microwarpdrive,131
14116,46,Shadow Serpentis 100MN Microwarpdrive,131
14118,46,Domination 10MN Microwarpdrive,131
14120,46,Shadow Serpentis 10MN Microwarpdrive,131
14122,46,Domination 1MN Microwarpdrive,131
14124,46,Shadow Serpentis 1MN Microwarpdrive,131
14126,764,Domination Overdrive Injector,1087
14127,763,Domination Nanofiber Structure,1196
14128,769,Dark Blood Reactor Control Unit,659
14130,769,True Sansha Reactor Control Unit,659
14132,769,Shadow Serpentis Reactor Control Unit,659
14134,766,Dark Blood Power Diagnostic System,658
14136,766,True Sansha Power Diagnostic System,658
14138,766,Shadow Serpentis Power Diagnostic System,658
14140,43,True Sansha Cap Recharger,665
14142,43,Dark Blood Cap Recharger,665
14144,767,Dark Blood Capacitor Power Relay,667
14146,767,True Sansha Capacitor Power Relay,667
14148,68,Dark Blood Small Nosferatu,692
14150,68,True Sansha Small Nosferatu,692
14152,68,Dark Blood Heavy Nosferatu,694
14154,68,True Sansha Heavy Nosferatu,694
14156,68,Dark Blood Medium Nosferatu,693
14158,68,True Sansha Medium Nosferatu,693
14160,71,Dark Blood Small Energy Neutralizer,689
14162,71,True Sansha Small Energy Neutralizer,689
14164,71,Dark Blood Medium Energy Neutralizer,690
14166,71,True Sansha Medium Energy Neutralizer,690
14168,71,Dark Blood Heavy Energy Neutralizer,691
14170,71,True Sansha Heavy Energy Neutralizer,691
14172,76,Dark Blood Heavy Capacitor Booster,701
14174,76,True Sansha Heavy Capacitor Booster,701
14176,76,Dark Blood Medium Capacitor Booster,700
14178,76,True Sansha Medium Capacitor Booster,700
14180,76,Dark Blood Micro Capacitor Booster,698
14182,76,True Sansha Micro Capacitor Booster,698
14184,76,Dark Blood Small Capacitor Booster,699
14186,76,True Sansha Small Capacitor Booster,699
14188,72,Dark Blood Large EMP Smartbomb,381
14190,72,True Sansha Large EMP Smartbomb,381
14192,72,Dark Blood Medium EMP Smartbomb,383
14194,72,True Sansha Medium EMP Smartbomb,383
14196,72,Dark Blood Micro EMP Smartbomb,380
14198,72,True Sansha Micro EMP Smartbomb,380
14200,72,Dark Blood Small EMP Smartbomb,382
14202,72,True Sansha Small EMP Smartbomb,382
14204,72,Dread Guristas Large Graviton Smartbomb,381
14206,72,Shadow Serpentis Large Plasma Smartbomb,381
14208,72,Domination Large Proton Smartbomb,381
14210,72,Dread Guristas Medium Graviton Smartbomb,383
14212,72,Dread Guristas Micro Graviton Smartbomb,380
14214,72,Dread Guristas Small Graviton Smartbomb,382
14218,72,Shadow Serpentis Micro Plasma Smartbomb,380
14220,72,Shadow Serpentis Medium Plasma Smartbomb,383
14222,72,Domination Medium Proton Smartbomb,383
14224,72,Domination Micro Proton Smartbomb,380
14226,72,Domination Small Proton Smartbomb,382
14228,72,Shadow Serpentis Small Plasma Smartbomb,382
14230,285,Dread Guristas Co-Processor,676
14232,285,Shadow Serpentis Co-Processor,676
14234,330,Dread Guristas Cloaking Device,675
14236,212,Shadow Serpentis Sensor Booster,671
14238,213,Shadow Serpentis Tracking Computer,706
14240,209,Shadow Serpentis Remote Tracking Computer,708
14242,52,Dark Blood Warp Disruptor,682
14244,52,Domination Warp Disruptor,682
14246,52,Dread Guristas Warp Disruptor,682
14248,52,True Sansha Warp Disruptor,682
14250,52,Shadow Serpentis Warp Disruptor,682
14252,52,Dark Blood Warp Scrambler,682
14254,52,Domination Warp Scrambler,682
14256,52,Dread Guristas Warp Scrambler,682
14258,52,True Sansha Warp Scrambler,682
14260,52,Shadow Serpentis Warp Scrambler,682
14262,65,Dark Blood Stasis Webifier,683
14264,65,Domination Stasis Webifier,683
14266,65,Dread Guristas Stasis Webifier,683
14268,65,True Sansha Stasis Webifier,683
14270,65,Shadow Serpentis Stasis Webifier,683
14272,74,200mm Carbide Railgun I,565
14274,74,200mm 'Scout' Accelerator Cannon,565
14276,74,200mm Compressed Coil Gun I,565
14278,74,200mm Prototype Gauss Gun,565
14280,74,350mm Carbide Railgun I,566
14282,74,350mm 'Scout' Accelerator Cannon,566
14284,74,350mm Compressed Coil Gun I,566
14286,74,350mm Prototype Gauss Gun,566
14292,314,Kruul's DNA,752
14295,745,Limited Ocular Filter - Beta,618
14296,745,Limited Neural Boost - Beta,620
14297,745,Limited Memory Augmentation - Beta,619
14298,745,Limited Cybernetic Subprocessor - Beta,621
14299,745,Limited Social Adaptation Chip - Beta,622
14343,404,Silo,483
14358,314,Zemnar,492
14375,74,Tuvan's Modified Electron Blaster Cannon,563
14377,74,Cormack's Modified Electron Blaster Cannon,563
14379,74,Cormack's Modified Ion Blaster Cannon,563
14381,74,Tuvan's Modified Ion Blaster Cannon,563
14383,74,Tuvan's Modified Neutron Blaster Cannon,563
14385,74,Cormack's Modified Neutron Blaster Cannon,563
14387,74,Brynn's Modified 350mm Railgun,566
14389,74,Setele's Modified 350mm Railgun,566
14391,74,Kaikka's Modified 350mm Railgun,566
14393,74,Vepas' Modified 350mm Railgun,566
14395,74,Estamel's Modified 350mm Railgun,566
14397,74,Brynn's Modified 425mm Railgun,566
14399,74,Setele's Modified 425mm Railgun,566
14401,74,Kaikka's Modified 425mm Railgun,566
14403,74,Vepas' Modified 425mm Railgun,566
14405,74,Estamel's Modified 425mm Railgun,566
14407,74,Brynn's Modified Dual 250mm Railgun,566
14409,74,Setele's Modified Dual 250mm Railgun,566
14411,74,Kaikka's Modified Dual 250mm Railgun,566
14413,74,Vepas' Modified Dual 250mm Railgun,566
14415,74,Estamel's Modified Dual 250mm Railgun,566
14417,53,Selynne's Modified Dual Heavy Beam Laser,569
14419,53,Chelm's Modified Dual Heavy Beam Laser,569
14421,53,Raysere's Modified Dual Heavy Beam Laser,569
14423,53,Draclira's Modified Dual Heavy Beam Laser,569
14425,53,Tairei's Modified Dual Heavy Pulse Laser,573
14427,53,Ahremen's Modified Dual Heavy Pulse Laser,573
14429,53,Brokara's Modified Dual Heavy Pulse Laser,573
14431,53,Vizan's Modified Dual Heavy Pulse Laser,573
14433,53,Selynne's Modified Mega Beam Laser,569
14435,53,Chelm's Modified Mega Beam Laser,569
14437,53,Raysere's Modified Mega Beam Laser,569
14439,53,Draclira's Modified Mega Beam Laser,569
14441,53,Tairei's Modified Mega Pulse Laser,573
14443,53,Ahremen's Modified Mega Pulse Laser,573
14445,53,Brokara's Modified Mega Pulse Laser,573
14447,53,Vizan's Modified Mega Pulse Laser,573
14449,53,Selynne's Modified Tachyon Beam Laser,569
14451,53,Chelm's Modified Tachyon Beam Laser,569
14453,53,Raysere's Modified Tachyon Beam Laser,569
14455,53,Draclira's Modified Tachyon Beam Laser,569
14457,55,Mizuro's Modified 800mm Repeating Cannon,576
14459,55,Gotan's Modified 800mm Repeating Cannon,576
14461,55,Hakim's Modified 1200mm Artillery Cannon,579
14463,55,Tobias' Modified 1200mm Artillery Cannon,579
14465,55,Hakim's Modified 1400mm Howitzer Artillery,579
14467,55,Tobias' Modified 1400mm Howitzer Artillery,579
14469,55,Mizuro's Modified Dual 425mm AutoCannon,576
14471,55,Gotan's Modified Dual 425mm AutoCannon,576
14473,55,Mizuro's Modified Dual 650mm Repeating Cannon,576
14475,55,Gotan's Modified Dual 650mm Repeating Cannon,576
14483,314,Drezins DNA,752
14484,46,Mizuro's Modified 100MN Afterburner,542
14486,46,Hakim's Modified 100MN Afterburner,542
14488,46,Gotan's Modified 100MN Afterburner,542
14490,46,Tobias' Modified 100MN Afterburner,542
14492,46,Mizuro's Modified 100MN Microwarpdrive,131
14494,46,Hakim's Modified 100MN Microwarpdrive,131
14496,46,Gotan's Modified 100MN Microwarpdrive,131
14498,46,Tobias' Modified 100MN Microwarpdrive,131
14500,46,Brynn's Modified 100MN Afterburner,542
14502,46,Tuvan's Modified 100MN Afterburner,542
14504,46,Setele's Modified 100MN Afterburner,542
14506,46,Cormack's Modified 100MN Afterburner,542
14508,46,Brynn's Modified 100MN Microwarpdrive,131
14510,46,Tuvan's Modified 100MN Microwarpdrive,131
14512,46,Setele's Modified 100MN Microwarpdrive,131
14514,46,Cormack's Modified 100MN Microwarpdrive,131
14516,506,Mizuro's Modified Cruise Missile Launcher,643
14518,506,Hakim's Modified Cruise Missile Launcher,643
14520,506,Gotan's Modified Cruise Missile Launcher,643
14522,506,Tobias' Modified Cruise Missile Launcher,643
14524,508,Mizuro's Modified Torpedo Launcher,644
14525,508,Hakim's Modified Torpedo Launcher,644
14526,508,Gotan's Modified Torpedo Launcher,644
14527,508,Tobias's Modified Torpedo Launcher,644
14528,367,Hakim's Modified Ballistic Control System,645
14530,367,Mizuro's Modified Ballistic Control System,645
14532,367,Gotan's Modified Ballistic Control System,645
14534,367,Tobias' Modified Ballistic Control System,645
14536,59,Mizuro's Modified Gyrostabilizer,646
14538,59,Hakim's Modified Gyrostabilizer,646
14540,59,Gotan's Modified Gyrostabilizer,646
14542,59,Tobias' Modified Gyrostabilizer,646
14544,72,Mizuro's Modified Large Proton Smartbomb,381
14546,72,Hakim's Modified Large Proton Smartbomb,381
14548,72,Gotan's Modified Large Proton Smartbomb,381
14550,72,Tobias' Modified Large Proton Smartbomb,381
14552,62,Mizuro's Modified Large Armor Repairer,1051
14554,62,Gotan's Modified Large Armor Repairer,1051
14556,98,Mizuro's Modified Adaptive Nano Plating,1670
14560,98,Gotan's Modified Adaptive Nano Plating,1670
14564,98,Mizuro's Modified Kinetic Plating,1666
14568,98,Gotan's Modified Kinetic Plating,1666
14572,98,Mizuro's Modified Explosive Plating,1667
14576,98,Gotan's Modified Explosive Plating,1667
14580,98,Mizuro's Modified EM Plating,1668
14584,98,Gotan's Modified EM Plating,1668
14588,98,Mizuro's Modified Thermic Plating,1665
14592,98,Gotan's Modified Thermic Plating,1665
14597,40,Hakim's Modified Large Shield Booster,611
14599,40,Tobias' Modified Large Shield Booster,611
14601,40,Hakim's Modified X-Large Shield Booster,612
14603,40,Tobias' Modified X-Large Shield Booster,612
14606,295,Hakim's Modified Explosive Deflection Amplifier,1690
14610,295,Tobias' Modified Explosive Deflection Amplifier,1690
14614,295,Hakim's Modified Thermic Dissipation Amplifier,1688
14618,295,Tobias' Modified Thermic Dissipation Amplifier,1688
14622,295,Hakim's Modified Kinetic Deflection Amplifier,1689
14626,295,Tobias' Modified Kinetic Deflection Amplifier,1689
14630,295,Hakim's Modified EM Ward Amplifier,1691
14634,295,Tobias' Modified EM Ward Amplifier,1691
14636,338,Hakim's Modified Shield Boost Amplifier,613
14638,338,Tobias' Modified Shield Boost Amplifier,613
14640,211,Mizuro's Modified Tracking Enhancer,707
14642,211,Hakim's Modified Tracking Enhancer,707
14644,211,Gotan's Modified Tracking Enhancer,707
14646,211,Tobias' Modified Tracking Enhancer,707
14648,65,Mizuro's Modified Stasis Webifier,683
14650,65,Hakim's Modified Stasis Webifier,683
14652,65,Gotan's Modified Stasis Webifier,683
14654,65,Tobias' Modified Stasis Webifier,683
14656,52,Mizuro's Modified Warp Disruptor,682
14658,52,Hakim's Modified Warp Disruptor,682
14660,52,Gotan's Modified Warp Disruptor,682
14662,52,Tobias' Modified Warp Disruptor,682
14664,52,Mizuro's Modified Warp Scrambler,682
14666,52,Hakim's Modified Warp Scrambler,682
14668,52,Gotan's Modified Warp Scrambler,682
14670,52,Tobias' Modified Warp Scrambler,682
14672,506,Kaikka's Modified Cruise Missile Launcher,643
14674,506,Thon's Modified Cruise Missile Launcher,643
14676,506,Vepas' Modified Cruise Missile Launcher,643
14678,506,Estamel's Modified Cruise Missile Launcher,643
14680,508,Kaikka's Modified Torpedo Launcher,644
14681,508,Thon's Modified Torpedo Launcher,644
14682,508,Vepas's Modified Torpedo Launcher,644
14683,508,Estamel's Modified Torpedo Launcher,644
14684,367,Kaikka's Modified Ballistic Control System,645
14686,367,Thon's Modified Ballistic Control System,645
14688,367,Vepas' Modified Ballistic Control System,645
14690,367,Estamel's Modified Ballistic Control System,645
14692,72,Kaikka's Modified Large Graviton Smartbomb,381
14694,72,Thon's Modified Large Graviton Smartbomb,381
14696,72,Vepas' Modified Large Graviton Smartbomb,381
14698,72,Estamel's Modified Large Graviton Smartbomb,381
14700,40,Kaikka's Modified Large Shield Booster,611
14701,40,Thon's Modified Large Shield Booster,611
14702,40,Vepas' Modified Large Shield Booster,611
14703,40,Estamel's Modified Large Shield Booster,611
14704,40,Kaikka's Modified X-Large Shield Booster,612
14705,40,Thon's Modified X-Large Shield Booster,612
14706,40,Vepas' Modified X-Large Shield Booster,612
14707,40,Estamel's Modified X-Large Shield Booster,612
14708,338,Kaikka's Modified Shield Boost Amplifier,613
14710,338,Thon's Modified Shield Boost Amplifier,613
14712,338,Vepas' Modified Shield Boost Amplifier,613
14714,338,Estamel's Modified Shield Boost Amplifier,613
14716,295,Kaikka's Modified Explosive Deflection Amplifier,1690
14718,295,Thon's Modified Explosive Deflection Amplifier,1690
14720,295,Vepas' Modified Explosive Deflection Amplifier,1690
14722,295,Estamel's Modified Explosive Deflection Amplifier,1690
14724,295,Kaikka's Modified Thermic Dissipation Amplifier,1688
14726,295,Thon's Modified Thermic Dissipation Amplifier,1688
14728,295,Vepas' Modified Thermic Dissipation Amplifier,1688
14730,295,Estamel's Modified Thermic Dissipation Amplifier,1688
14732,295,Kaikka's Modified Kinetic Deflection Amplifier,1689
14734,295,Thon's Modified Kinetic Deflection Amplifier,1689
14736,295,Vepas' Modified Kinetic Deflection Amplifier,1689
14738,295,Estamel's Modified Kinetic Deflection Amplifier,1689
14740,295,Kaikka's Modified EM Ward Amplifier,1691
14742,295,Thon's Modified EM Ward Amplifier,1691
14744,295,Vepas' Modified EM Ward Amplifier,1691
14746,295,Estamel's Modified EM Ward Amplifier,1691
14748,77,Kaikka's Modified Kinetic Deflection Field,1693
14749,77,Thon's Modified Kinetic Deflection Field,1693
14750,77,Vepas's Modified Kinetic Deflection Field,1693
14751,77,Estamel's Modified Kinetic Deflection Field,1693
14752,77,Kaikka's Modified EM Ward Field,1695
14753,77,Thon's Modified EM Ward Field,1695
14754,77,Vepas's Modified EM Ward Field,1695
14755,77,Estamel's Modified EM Ward Field,1695
14756,77,Kaikka's Modified Explosive Deflection Field,1694
14757,77,Thon's Modified Explosive Deflection Field,1694
14758,77,Vepas's Modified Explosive Deflection Field,1694
14759,77,Estamel's Modified Explosive Deflection Field,1694
14760,77,Kaikka's Modified Thermic Dissipation Field,1692
14761,77,Thon's Modified Thermic Dissipation Field,1692
14762,77,Vepas's Modified Thermic Dissipation Field,1692
14763,77,Estamel's Modified Thermic Dissipation Field,1692
14764,77,Kaikka's Modified Adaptive Invulnerability Field,1696
14765,77,Thon's Modified Adaptive Invulnerability Field,1696
14766,77,Vepas's Modified Adaptive Invulnerability Field,1696
14767,77,Estamel's Modified Adaptive Invulnerability Field,1696
14768,285,Kaikka's Modified Co-Processor,676
14770,285,Thon's Modified Co-Processor,676
14772,285,Vepas' Modified Co-Processor,676
14774,285,Estamel's Modified Co-Processor,676
14776,330,Kaikka's Modified Cloaking Device,675
14778,330,Thon's Modified Cloaking Device,675
14780,330,Vepas' Modified Cloaking Device,675
14782,330,Estamel's Modified Cloaking Device,675
14784,72,Brokara's Modified Large EMP Smartbomb,381
14786,72,Tairei's Modified Large EMP Smartbomb,381
14788,72,Selynne's Modified Large EMP Smartbomb,381
14790,72,Raysere's Modified Large EMP Smartbomb,381
14792,72,Vizan's Modified Large EMP Smartbomb,381
14794,72,Ahremen's Modified Large EMP Smartbomb,381
14796,72,Chelm's Modified Large EMP Smartbomb,381
14798,72,Draclira's Modified Large EMP Smartbomb,381
14800,205,Brokara's Modified Heat Sink,647
14802,205,Tairei's Modified Heat Sink,647
14804,205,Selynne's Modified Heat Sink,647
14806,205,Raysere's Modified Heat Sink,647
14808,205,Vizan's Modified Heat Sink,647
14810,205,Ahremen's Modified Heat Sink,647
14812,205,Chelm's Modified Heat Sink,647
14814,205,Draclira's Modified Heat Sink,647
14816,68,Brokara's Modified Heavy Nosferatu,694
14818,68,Tairei's Modified Heavy Nosferatu,694
14820,68,Selynne's Modified Heavy Nosferatu,694
14822,68,Raysere's Modified Heavy Nosferatu,694
14824,68,Vizan's Modified Heavy Nosferatu,694
14826,68,Ahremen's Modified Heavy Nosferatu,694
14828,68,Chelm's Modified Heavy Nosferatu,694
14830,68,Draclira's Modified Heavy Nosferatu,694
14832,71,Brokara's Modified Heavy Energy Neutralizer,691
14834,71,Tairei's Modified Heavy Energy Neutralizer,691
14836,71,Selynne's Modified Heavy Energy Neutralizer,691
14838,71,Raysere's Modified Heavy Energy Neutralizer,691
14840,71,Vizan's Modified Heavy Energy Neutralizer,691
14842,71,Ahremen's Modified Heavy Energy Neutralizer,691
14844,71,Chelm's Modified Heavy Energy Neutralizer,691
14846,71,Draclira's Modified Heavy Energy Neutralizer,691
14848,62,Brokara's Modified Large Armor Repairer,1051
14849,62,Tairei's Modified Large Armor Repairer,1051
14850,62,Selynne's Modified Large Armor Repairer,1051
14851,62,Raysere's Modified Large Armor Repairer,1051
14852,62,Vizan's Modified Large Armor Repairer,1051
14853,62,Ahremen's Modified Large Armor Repairer,1051
14854,62,Chelm's Modified Large Armor Repairer,1051
14855,62,Draclira's Modified Large Armor Repairer,1051
14856,98,Brokara's Modified Adaptive Nano Plating,1670
14858,98,Tairei's Modified Adaptive Nano Plating,1670
14860,98,Selynne's Modified Adaptive Nano Plating,1670
14862,98,Raysere's Modified Adaptive Nano Plating,1670
14864,98,Vizan's Modified Adaptive Nano Plating,1670
14866,98,Ahremen's Modified Adaptive Nano Plating,1670
14868,98,Chelm's Modified Adaptive Nano Plating,1670
14870,98,Draclira's Modified Adaptive Nano Plating,1670
14872,98,Brokara's Modified Kinetic Plating,1666
14874,98,Tairei's Modified Kinetic Plating,1666
14876,98,Selynne's Modified Kinetic Plating,1666
14878,98,Raysere's Modified Kinetic Plating,1666
14880,98,Vizan's Modified Kinetic Plating,1666
14882,98,Ahremen's Modified Kinetic Plating,1666
14884,98,Chelm's Modified Kinetic Plating,1666
14886,98,Draclira's Modified Kinetic Plating,1666
14888,98,Brokara's Modified Explosive Plating,1667
14890,98,Tairei's Modified Explosive Plating,1667
14892,98,Selynne's Modified Explosive Plating,1667
14894,98,Raysere's Modified Explosive Plating,1667
14896,98,Vizan's Modified Explosive Plating,1667
14898,98,Ahremen's Modified Explosive Plating,1667
14900,98,Chelm's Modified Explosive Plating,1667
14902,98,Draclira's Modified Explosive Plating,1667
14904,98,Brokara's Modified EM Plating,1668
14906,98,Tairei's Modified EM Plating,1668
14908,98,Selynne's Modified EM Plating,1668
14910,98,Raysere's Modified EM Plating,1668
14912,98,Vizan's Modified EM Plating,1668
14914,98,Ahremen's Modified EM Plating,1668
14916,98,Chelm's Modified EM Plating,1668
14918,98,Draclira's Modified EM Plating,1668
14920,98,Brokara's Modified Thermic Plating,1665
14922,98,Tairei's Modified Thermic Plating,1665
14924,98,Selynne's Modified Thermic Plating,1665
14926,98,Raysere's Modified Thermic Plating,1665
14928,98,Vizan's Modified Thermic Plating,1665
14930,98,Ahremen's Modified Thermic Plating,1665
14932,98,Chelm's Modified Thermic Plating,1665
14934,98,Draclira's Modified Thermic Plating,1665
14936,326,Brokara's Modified Energized Adaptive Nano Membrane,1686
14938,326,Tairei's Modified Energized Adaptive Nano Membrane,1686
14940,326,Selynne's Modified Energized Adaptive Nano Membrane,1686
14942,326,Raysere's Modified Energized Adaptive Nano Membrane,1686
14944,326,Vizan's Modified Energized Adaptive Nano Membrane,1686
14946,326,Ahremen's Modified Energized Adaptive Nano Membrane,1686
14948,326,Chelm's Modified Energized Adaptive Nano Membrane,1686
14950,326,Draclira's Modified Energized Adaptive Nano Membrane,1686
14952,326,Brokara's Modified Energized Thermic Membrane,1683
14954,326,Tairei's Modified Energized Thermic Membrane,1683
14956,326,Selynne's Modified Energized Thermic Membrane,1683
14958,326,Raysere's Modified Energized Thermic Membrane,1683
14960,326,Vizan's Modified Energized Thermic Membrane,1683
14962,326,Ahremen's Modified Energized Thermic Membrane,1683
14964,326,Chelm's Modified Energized Thermic Membrane,1683
14966,326,Draclira's Modified Energized Thermic Membrane,1683
14968,326,Brokara's Modified Energized EM Membrane,1684
14970,326,Tairei's Modified Energized EM Membrane,1684
14972,326,Selynne's Modified Energized EM Membrane,1684
14974,326,Raysere's Modified Energized EM Membrane,1684
14976,326,Vizan's Modified Energized EM Membrane,1684
14978,326,Ahremen's Modified Energized EM Membrane,1684
14980,326,Chelm's Modified Energized EM Membrane,1684
14982,326,Draclira's Modified Energized EM Membrane,1684
14984,326,Brokara's Modified Energized Explosive Membrane,1682
14986,326,Tairei's Modified Energized Explosive Membrane,1682
14988,326,Selynne's Modified Energized Explosive Membrane,1682
14990,326,Raysere's Modified Energized Explosive Membrane,1682
14992,326,Vizan's Modified Energized Explosive Membrane,1682
14994,326,Ahremen's Modified Energized Explosive Membrane,1682
14996,326,Chelm's Modified Energized Explosive Membrane,1682
14998,326,Draclira's Modified Energized Explosive Membrane,1682
15000,326,Brokara's Modified Energized Kinetic Membrane,1685
15002,326,Tairei's Modified Energized Kinetic Membrane,1685
15004,326,Selynne's Modified Energized Kinetic Membrane,1685
15006,326,Raysere's Modified Energized Kinetic Membrane,1685
15008,326,Vizan's Modified Energized Kinetic Membrane,1685
15010,326,Ahremen's Modified Energized Kinetic Membrane,1685
15012,326,Chelm's Modified Energized Kinetic Membrane,1685
15014,326,Draclira's Modified Energized Kinetic Membrane,1685
15016,328,Brokara's Modified Armor EM Hardener,1681
15018,328,Tairei's Modified Armor EM Hardener,1681
15020,328,Selynne's Modified Armor EM Hardener,1681
15022,328,Raysere's Modified Armor EM Hardener,1681
15024,328,Vizan's Modified Armor EM Hardener,1681
15026,328,Ahremen's Modified Armor EM Hardener,1681
15028,328,Chelm's Modified Armor EM Hardener,1681
15030,328,Draclira's Modified Armor EM Hardener,1681
15032,328,Brokara's Modified Armor Thermic Hardener,1678
15034,328,Tairei's Modified Armor Thermic Hardener,1678
15036,328,Selynne's Modified Armor Thermic Hardener,1678
15038,328,Raysere's Modified Armor Thermic Hardener,1678
15040,328,Vizan's Modified Armor Thermic Hardener,1678
15042,328,Ahremen's Modified Armor Thermic Hardener,1678
15044,328,Chelm's Modified Armor Thermic Hardener,1678
15046,328,Draclira's Modified Armor Thermic Hardener,1678
15048,328,Brokara's Modified Armor Kinetic Hardener,1679
15050,328,Tairei's Modified Armor Kinetic Hardener,1679
15052,328,Selynne's Modified Armor Kinetic Hardener,1679
15054,328,Raysere's Modified Armor Kinetic Hardener,1679
15056,328,Vizan's Modified Armor Kinetic Hardener,1679
15058,328,Ahremen's Modified Armor Kinetic Hardener,1679
15060,328,Chelm's Modified Armor Kinetic Hardener,1679
15062,328,Draclira's Modified Armor Kinetic Hardener,1679
15064,328,Brokara's Modified Armor Explosive Hardener,1680
15066,328,Tairei's Modified Armor Explosive Hardener,1680
15068,328,Selynne's Modified Armor Explosive Hardener,1680
15070,328,Raysere's Modified Armor Explosive Hardener,1680
15072,328,Vizan's Modified Armor Explosive Hardener,1680
15074,328,Ahremen's Modified Armor Explosive Hardener,1680
15076,328,Chelm's Modified Armor Explosive Hardener,1680
15078,328,Draclira's Modified Armor Explosive Hardener,1680
15080,767,Brokara's Modified Capacitor Power Relay,667
15082,767,Tairei's Modified Capacitor Power Relay,667
15084,767,Selynne's Modified Capacitor Power Relay,667
15086,767,Raysere's Modified Capacitor Power Relay,667
15088,767,Vizan's Modified Capacitor Power Relay,667
15090,767,Ahremen's Modified Capacitor Power Relay,667
15092,767,Chelm's Modified Capacitor Power Relay,667
15094,767,Draclira's Modified Capacitor Power Relay,667
15096,766,Brokara's Modified Power Diagnostic System,658
15098,766,Tairei's Modified Power Diagnostic System,658
15100,766,Selynne's Modified Power Diagnostic System,658
15102,766,Raysere's Modified Power Diagnostic System,658
15104,766,Vizan's Modified Power Diagnostic System,658
15106,766,Ahremen's Modified Power Diagnostic System,658
15108,766,Chelm's Modified Power Diagnostic System,658
15110,766,Draclira's Modified Power Diagnostic System,658
15112,769,Brokara's Modified Reactor Control Unit,659
15114,769,Tairei's Modified Reactor Control Unit,659
15116,769,Selynne's Modified Reactor Control Unit,659
15118,769,Raysere's Modified Reactor Control Unit,659
15120,769,Vizan's Modified Reactor Control Unit,659
15122,769,Ahremen's Modified Reactor Control Unit,659
15124,769,Chelm's Modified Reactor Control Unit,659
15126,769,Draclira's Modified Reactor Control Unit,659
15128,76,Brokara's Modified Heavy Capacitor Booster,701
15130,76,Tairei's Modified Heavy Capacitor Booster,701
